 velocity in m/s
           1   243.155228       355.200195      -187.056351    
           2   84.2808228       297.794403       384.077545    
           3  -214.234451      -22.7931786       184.633499    
           4   17.7590904      -278.096008      -172.326797    
           5  -354.345276       42.3195496      -306.713562    
           6   91.7689819      -146.997101      -534.210205    
           7  -115.471123      -484.959473      -471.612122    
           8  -68.3849335       60.3546677       37.7184143    
           9  -211.466782       180.432007       251.176804    
          10   176.267944      -68.3941498      -106.101479    
          11  -55.5146446       285.404785      -214.115646    
          12   416.656860       154.619034      -372.287384    
          13  -16.7175865       272.921539       276.493652    
          14   115.731682       210.601379       409.794769    
          15   91.8307190       213.265869       1.20966566    
          16   514.822449       134.611176      -380.553680    
          17   414.884979       218.204666     -0.498082370    
          18   2.58079696       445.717743      -264.981110    
          19  -46.5628052       249.091064      -178.700455    
          20  -13.3418245       199.903046      -163.788025    
          21   586.727051       68.2814789       102.052734    
          22  -359.308655      -129.750870      -95.9884796    
          23   92.0478439      -50.1876030      -476.146088    
          24   280.832428       213.244354      -82.2092361    
          25  -652.708069       29.3406410      -314.659149    
          26   184.471176       374.165192      -537.364197    
          27  -115.657738       197.975815      -134.672867    
          28   93.9793701      -78.6122284      -41.5411453    
          29  -328.001801      -65.8272858      -215.347183    
          30   96.7839127       71.8227005      -469.313873    
          31  -254.485840       192.188507       305.150024    
          32   357.038666       60.0365944      -413.809235    
          33   630.561646       593.073364       171.984222    
          34  -431.488220      -61.0951958      -90.5043869    
          35   222.042709       446.823090      -162.316986    
          36   282.368347      -60.1504745       67.6800995    
          37   265.051422       280.277344      -261.983978    
          38   139.046524      -25.3294926       42.2741737    
          39   13.4755898       267.947876      -46.3079681    
          40  -105.228607      -585.033630       94.1828461    
          41   182.101410       206.104141      -69.5576706    
          42   485.531952       98.6620789       12.8463383    
          43  -132.839645      -173.301590       77.6392746    
          44   77.2806320       108.144020      -412.281464    
          45  -465.511505       2.57424760      -292.964783    
          46  -195.307831       132.080002      -201.732788    
          47   125.856888      -170.685364       389.115723    
          48  -329.639526      -294.072296       489.110748    
          49   547.926147       71.7826996       85.9810028    
          50   157.608658      -4.16922331       79.0549698    
          51  -111.903244       57.3877029       31.1993828    
          52  -271.207825      -115.201691      -38.1690254    
          53  -129.362625      -291.904999       89.5453033    
          54  -146.331238      -685.256958      -47.8316116    
          55   276.130951       289.668030      -269.003998    
          56  -288.589752       11.6788111      -236.988663    
          57  -608.690369      -54.7803802      -317.942963    
          58  -28.3115826      -375.034729      -422.602539    
          59  -424.179413      -146.784760      -8.03763008    
          60  -446.463531      -396.845306      -395.784912    
          61   201.903198      -85.5768814       53.9151344    
          62   276.450714      -146.854507      -31.8419247    
          63  -236.593384       249.482971       438.828918    
          64   252.382065      -306.253204      -101.584045    
          65   11.6632719       267.751404       186.861435    
          66   51.2142220      -375.401276      -93.3074951    
          67  -91.6746750      -676.766357      -111.468025    
          68  -238.866089       301.217255      -155.194107    
          69   352.250580       247.347290      -345.875122    
          70  -61.8016663       176.494263      -125.876526    
          71  -39.0765991       221.633362      -105.457405    
          72   63.5041008       332.063080       169.722977    
          73  -339.837372       255.871033      -87.1062088    
          74   176.441772       57.6134529       457.729523    
          75   266.554749       108.189117      -63.7687798    
          76   150.868118      -153.661804      -389.759583    
          77  -479.260101       778.526001      -288.703339    
          78   518.414062      -2.32432914       14.1017971    
          79  -11.4790039      -99.7915726       61.4674683    
          80  -192.251907      -129.084625       40.1124382    
          81   93.7393570      -78.0805664       223.367340    
          82  -48.8966484       88.9157791       292.217163    
          83  -145.069244       11.5675573      -163.173279    
          84  -34.3791237      -55.4098167      -155.943222    
          85  -386.221344      -322.076141       252.563354    
          86  -147.263321       11.5476122       259.594818    
          87   346.403473      -3.39820528       80.9983673    
          88  -219.940125       273.663483       257.520630    
          89  -259.940369      -380.656616      -522.116821    
          90  -39.1369400       28.3726635      -52.6200104    
          91  -163.289474       236.684906      -53.0874100    
          92  -141.102875       97.9356766       381.063110    
          93  -202.126205      -245.854095       156.591003    
          94   257.040497      -281.211823      -283.484833    
          95   121.582207       436.506805       35.6489487    
          96  -127.520103       165.349304       44.3988113    
          97   23.2386913      -482.641785      -62.6443176    
          98   38.1866875      -194.963623      -424.973114    
          99  -281.733795      -176.969696      -176.420181    
         100  -281.886017       19.7092171      -222.508026    
