   27.7636948       47.8384972       36.1302109    
   2.63931656       20.1122818      -16.3693924    
   25.2678833      -38.6977997       34.0626678    
   31.2125397       25.1085815       29.3846359    
   24.0002899      -14.4126587       20.3955536    
   46.6952744      -43.2790680       8.30683136    
   7.90442276      -9.42055511      -9.88164520    
  -48.2283173       48.9817276      -21.4209518    
   5.12856293       8.16415024       43.8010597    
  -3.48848152      -42.9416199      -37.8472214    
  -13.7984638      -26.2891769      -47.2521858    
  -39.8576317      -6.20459366       5.63278198E-02
   34.9169388      -3.67259216      -47.4368477    
  -34.2308807       20.4800720      -38.6849594    
   36.7304611      -38.9182816      -26.1533661    
  -42.1192131      -3.96449661      0.667602539    
   47.4632568       7.27907562       41.3646240    
   39.0843201      -46.8915329      -41.4089470    
   29.4296112       49.0993881       16.3106232    
   23.4139099       33.6047478      -29.0937653    
   26.9263763      -18.8740768      -9.60979462    
   48.1002350      0.599403381       42.7886887    
   10.4945755      -29.7542725       42.9580307    
   39.8196411      -38.9796829      -10.8152084    
  -4.41962624       13.4148674      -25.7761993    
  -34.6370544       8.36082077      -12.1316910    
  -12.6493587      -42.1185684       27.3569183    
   2.00208282      -27.1640320      -30.8713379    
  -45.2105179      -6.71036911      -26.8292160    
  -20.2833595       22.4383430      -3.95991516    
  -10.4528141      -10.4576950       22.2658920    
  -25.6344070       45.1596756       14.6775589    
   23.4562912      -42.0450134       27.8372803    
   19.3363113       42.1531906      -8.74837494    
  -21.7231216     -0.916961670       26.5932426    
   23.1143036       2.91353607      -16.8171082    
   10.9374237      -4.24015427       33.5765381    
   12.3123932       13.2767754       11.2923737    
  -47.1534920      -20.6451340       38.3995132    
  -3.70873833       21.4853935       21.1582146    
  -30.3219070      -28.7701035      -43.7267456    
   25.6536942       47.2628059       18.0833740    
   19.6719208      -36.0054169      -19.0204620    
  -11.7709579      -45.6106186       4.47182465    
  -33.4237175       33.4144745      -47.6795692    
  -37.3857460       15.9229393      -12.3959656    
  -12.5546532      -34.4717712       21.5033379    
   34.7019424      -24.3071594      -26.2566910    
  -16.7109070       25.7442780      -15.4690552    
  -26.1692009       8.80319977      -39.9610214    
   49.5472794       48.6751022       36.9218369    
 -0.677940369      -7.82110596       15.6706696    
   24.3114777      -19.7213593      -27.0736389    
  -27.9779663       29.1303101      -4.99198151    
   31.2425461      -1.42409897       25.4008751    
  -29.6134605       12.0068512      0.917007446    
  -43.8845863      -24.6170044       44.6961899    
  -49.1654968       29.0104446       1.85828400    
  -28.5788841       38.3533401      -18.6513138    
   33.5278854      -23.3203506      -15.3576355    
   23.7625961       47.6123734       38.7280922    
  -36.1732597       4.22554016E-02  -12.5913620    
   47.3206787       16.9902153      -25.4827881    
   33.6255417      -3.80483627      -23.2794418    
  -39.8122253      -1.23276138       27.9344482    
  -4.78773880       4.86254883       13.1622314    
   5.69834518      -28.5503540      -30.1436234    
   18.0062790       12.9635391      -48.8924942    
   4.79089355      -16.8741760       5.49127960    
   27.4906693      -44.5215874      -49.7731476    
   16.8811646      -40.7363129      -40.1224174    
  -39.2310257       24.6380081       41.8231583    
  -33.8927231       6.62292862       8.51268768    
  -33.8455696      -30.7911301       19.4185791    
   2.42449570      -32.2088547       40.3494987    
  -21.5814781       2.58788681       1.91113281    
   29.6587067       22.1433716       18.4693680    
  -23.1001816       24.7454414      -2.42829132    
   31.6057053       16.4501076       37.2299423    
   28.1792297       36.5029526      -48.3989449    
  -41.8207245      -13.9914932       24.7292442    
  -4.81944084      -20.0035477       16.7534790    
   25.1092072      -23.6870728       17.6994476    
   22.5558548       41.3937836      -45.0255432    
  -21.1825867      -42.4030685      -37.2569656    
  -21.2170677      -30.6368866       45.3348503    
   38.1574478      -17.2767944      -29.7561951    
   38.5290222       35.9461555       19.5723114    
  -35.2767830      -22.9113007      -23.7741699    
  -38.3476791      -1.28703690       30.1344185    
  -8.85775185       34.1389008       37.1883621    
   7.56436539      -14.3777924       47.8258286    
   34.5371475      -5.55471802      -25.5472946    
   42.9369888       30.0193138       40.5251770    
   26.7656097       26.3157024       24.1199341    
   46.6166763      -43.8526192      -32.4443054    
  -44.2532845       1.55577087      -10.9514999    
   21.7216187       18.6494942      -15.1497498    
  -41.4761009       16.2598839      -46.4220657    
  -25.1243744      -27.7262154       47.5003967    
  -2.49581146       13.4636993      -2.06754303    
   3.44884491      -22.7299156      -6.74557495    
  -3.76340485       37.7488441      -15.7346573    
   18.9315796       8.88243103      -27.8233795    
  -19.8592682       42.7409477      -46.0118561    
   24.0079880       1.14323044       42.4488373    
  -22.6351318      -39.6743469       7.67084885    
  -31.2521744       9.21987915       26.0225658    
  -41.5621567       25.8723297       16.6176033    
   32.3786736       45.9569092      -36.0738831    
   7.15324402       48.4889107       16.4329414    
   38.0054245      -27.3584251       25.1848278    
   8.96676636       13.2432251       37.7164192    
   30.1170921       48.1970062      -35.4626083    
   19.6995621      -40.5594215       5.23441315    
   11.3206253       5.26996994       22.4608421    
   1.66591644       1.26089096      -19.8195877    
  -4.34978485      -14.2337494       34.7760239    
 -0.837318420       33.2874298      -45.7400055    
   20.3365402      -47.2390938       6.65847778    
  -17.2691193       22.4072266       6.82781982    
   12.0559464       13.1818237      -46.9454193    
  -32.1833191      -34.4236298       38.0935898    
   37.5992508      -39.4776764      -48.2619019    
  -40.4130554       10.0429382      -8.77329254    
  -25.7616119       24.9974670       32.9984474    
   27.0257874       45.4511337       37.0405731    
  -48.0470543      -25.4001541      -40.0901260    
  -38.2165070       41.7038078      -13.8643188    
   46.6018982      -2.67882156      -21.4526520    
  -4.30740356       10.1164856      -8.29293060    
  -8.42738342      -5.68530655      -44.8785858    
  -49.4868164      -48.7554588      -9.53696823    
  -4.64939117      -44.9249611       47.0526810    
  -16.8262711       47.9213486      -2.55367279    
  -15.4513016      -34.5617218      -24.8378372    
   25.0828133       31.5163727       2.26930237    
  -31.4724350      -26.3531036      -14.9719963    
   41.9143982       23.3914032       20.1430435    
  -2.11000061     -0.575691223      -18.0468369    
  -8.09177399       16.1560822       44.8493309    
  -39.5346527       6.55088425      -31.6583862    
   38.8125877      -14.4240246       16.1902199    
   34.8505592      -31.9155579      -48.5261765    
  -40.3183479       17.6897278      -14.6268730    
   6.93824768       27.8543396       37.6130981    
  -44.4746017      -22.0942192       48.4007301    
   46.0671043      -39.0352974       23.9087696    
   21.7835846      0.836605072      0.791625977    
  -28.4416351       44.3403969      -20.4595413    
  -3.45221710       32.4401398       36.7961464    
   44.2583389      -18.7081871      -41.1221924    
   3.47885132      -49.2625961      -10.7293358    
   42.6228447      -35.8316460      -35.2132034    
   28.3517189       27.5444946       8.56597900    
   23.0708084      -18.8280525      -34.2719269    
   43.6574211      -9.48515511       45.2184753    
   5.76419067       28.8411560       48.5121498    
  -4.00109863     -0.226123810       2.59788132    
   36.0630455      -47.7962418      -48.7215729    
   19.5569839      -30.8482819       38.3870010    
   5.86184692       48.3566666       40.5903473    
   32.4240799      -49.0712585      -8.19576263    
  -32.5514374      -42.9759483      -22.9679794    
  -22.0653534       23.6111450       33.7261658    
  -9.75741577      -34.8749580       14.9772949    
  -22.9728012       35.2873230      -30.6389313    
 -0.273025513       7.63991547       14.0966415    
  -10.8825302       11.4251862       23.7473717    
   33.0052795      -23.2004890       5.69294739    
   38.3435822      -41.2155685      -27.6175232    
   38.3907356       21.3703766      -16.7116318    
  -25.3392029       19.9526520       4.21928787    
  -49.3451729      -45.2506104      -34.2190781    
   1.89501190      -25.6951256      -17.6608429    
   49.1361237      -23.0930557      -38.5585022    
