           1   38.1782227      -16.2241211      -20.1250000    
           2  -38.1911621       25.3339844      -23.6914062    
           3  -25.7534180       27.0737305       48.0000000    
           4   11.3898926       26.1640625      -4.78906250    
           5   16.9243164       3.94238281       42.4687500    
           6   38.1494141      -37.8310547       37.5000000    
           7  -31.3491211       39.7050781       2.12500000    
           8   47.7358398       41.1562500       30.2500000    
           9  -38.9899902       48.0039062       38.0000000    
          10   25.3220215      -39.1199951       37.5625000    
          11  -12.9736328      -30.7070312       6.12500000    
          12   18.0246582      -40.1894531       35.6875000    
          13   23.9414062       17.0957031       49.6250000    
          14   46.4843750       38.4350586      -28.3750000    
          15  -38.7336731       41.3393555       49.3750000    
          16  -34.8679199       37.5078125       21.2500000    
          17  -49.9004517      -14.1533203      -35.8750000    
          18  -8.14746094       7.84268188      -48.1875000    
          19   29.7463379      -36.0000000      -7.75000000    
          20  -4.78295898      -11.4160156       8.75000000    
          21  -3.21289062       13.3779297      -30.3750000    
          22   45.5405273       15.1845703       46.0000000    
          23   28.1547852      -18.9228516      -36.6562500    
          24  -11.2792969       9.68359375      -7.50000000    
          25  -43.7858887      -31.4843750      -49.0000000    
          26  -19.8591309       9.26782227      -23.0000000    
          27   1.88369751      -38.4385986       2.75000000    
          28   3.11401367      -46.3476562       31.8750000    
          29   37.9699707       1.61132812      -8.25000000    
          30  -40.7700195      -27.4877930      -12.5000000    
          31  -33.4858398      -47.5874023      -35.5000000    
          32  -16.5402832      -35.0878906      -29.0625000    
          33   1.61895752      -21.8593750       6.75000000    
          34  -7.45068359       16.5078125       11.5937500    
          35   4.54687500      -3.58593750      -6.50000000    
          36   10.4904785       46.8415527       11.5312500    
          37   26.7480469       12.4401855       47.5000000    
          38   44.4360352       25.0537109       1.14062500    
          39   6.93896484      -20.9956055       14.1250000    
          40  -46.4725342       9.56835938      -46.7187500    
          41   9.05200195       33.6523438       2.50000000    
          42  -29.6310425       12.6777344      -27.8750000    
          43  -27.1911621       16.0585938       23.6875000    
          44  -29.0136719      -33.4882812      -35.2500000    
          45   15.2739258       17.1386719      -5.75000000    
          46  -19.4499969       9.46679688       43.3125000    
          47  -23.2471313       42.6914062     -0.250000000    
          48  -6.35644531      -7.98046875       11.7500000    
          49  -32.0161133      -41.1083984      -9.75000000    
          50   9.26892090      -17.0849609       16.0000000    
          51  -44.9016724       38.1600342       4.25000000    
          52  -16.5496826       2.84960938       19.9218750    
          53   5.97216797       33.4345703       31.2500000    
          54   7.03027344       43.0625000      -33.7500000    
          55   35.9748535      -27.0302734       16.7500000    
          56   13.9235840       2.94580078       27.5000000    
          57 -0.475708008       20.3159180      -43.2500000    
          58   26.6369019       15.3632812       22.1562500    
          59  -45.2720947       33.5009766      -43.7500000    
          60  -3.93334961       15.3378906      -16.7500000    
          61  -14.6103516      -39.4472656      -11.5000000    
          62  -38.0815430       39.5273438      -39.1562500    
          63  -44.4957733      -37.5632324      -49.5000000    
          64   6.11035156       3.71728516      -32.2500000    
          65  -24.3759766       5.21826172      -49.7500000    
          66   19.4007568       6.32031250       7.25000000    
          67   16.9521484       28.1887207       21.3750000    
          68  -31.6562500       1.70507812      -47.6250000    
          69   37.5502930       37.1887207       38.8750000    
          70  -40.9111328       5.23437500      -45.5000000    
          71  -10.8886719      -32.8222656       43.2500000    
          72  -49.9379883      -44.3867188       8.12500000    
          73  -38.7191772       41.5820312       41.9375000    
          74   27.4505615       39.1969109       21.2500000    
          75   22.7352142       33.2968750      -7.62500000    
          76  -4.27124023       49.2480469       27.5000000    
          77  -3.67395020      -23.1069336       36.5000000    
          78  -27.6923828       1.37304688      -39.6250000    
          79   48.1964111      -12.6718750       37.8750000    
          80  -22.3923340      -23.5283203       11.6718750    
          81   20.2553711       49.7851562       37.3125000    
          82   20.2507324       49.4794922       23.6250000    
          83   20.1223145      -14.4326172       44.4375000    
          84   27.2575684       45.7480469     -0.312500000    
          85  -17.4072266      -20.0839844      -12.2500000    
          86  -43.5631104      -2.67382812      -24.8750000    
          87  -40.1149902      -44.5957031       29.1250000    
          88   22.4335938       8.55664062      -32.8750000    
          89  -14.7238770       30.9677734      -29.1875000    
          90  -34.1434479      -46.0175781      -12.7500000    
          91  -27.0538330       33.7294922       5.62500000    
          92   23.9533691       43.6308594       45.5468750    
          93  -18.2583008       44.5605469      -12.5000000    
          94  -15.5366211      -11.0913086      -47.7500000    
          95   44.4794922       24.0224609       1.96875000    
          96  -38.3828125      -5.65429688       16.2500000    
          97  -23.4893799       29.3476562      -34.8750000    
          98  -36.4932861      -1.88842773       23.0000000    
          99  -33.9833984      -34.2187500       18.7500000    
         100  -14.2116699      -27.4653320      -22.8750000    
